workerId,task,index,rt,v,u,binned,shape,vsup,qV,qU,vError,uError,error,correct,condition
21,One,59,10503,0.3,0.6,continuous,square,no,0.4,0.4,-0.1,0.2,0.1,0,continuoussquare
21,One,61,10373,0.8,0.4,continuous,square,no,0.7,0.4,0.1,0,0.1,0,continuoussquare
21,One,62,36738,0.1,0.4,discrete,square,no,0.2,0.1,-0.1,0.3,0.2,0,discretesquare
21,One,53,7541,0.1,0.4,continuous,square,no,0.2,0.1,-0.1,0.3,0.2,0,continuoussquare
21,One,63,6165,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
21,One,60,8962,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
21,One,56,10711,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
21,One,57,35381,0.7,0.4,discrete,square,yes,0.7,0.4,0,0,0,1,vsupdiscretesquare
21,One,54,10410,0.1,0.4,continuous,arc,no,0.2,0.1,-0.1,0.3,0.2,0,continuousarc
22,One,2,10485,0.3,0.6,discrete,square,no,0.4,0.4,-0.1,0.2,0.1,0,discretesquare
22,One,5,11836,0.7,0.4,discrete,square,no,0.7,0.4,0,0,0,1,discretesquare
22,One,4,17444,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
22,One,3,9237,0.4,0.8,continuous,square,no,0.4,0.8,0,0,0,1,continuoussquare
22,One,7,8825,0.7,0.4,discrete,square,no,0.7,0.4,0,0,0,1,discretesquare
21,One,64,10568,0.8,0.6,continuous,juxtaposed,no,0.8,0.4,0,0.2,0.2,0,continuousjuxtaposed
22,One,8,6924,0.95,0.1,continuous,square,no,0.95,0.1,0,0,0,1,continuoussquare
22,One,12,11821,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
22,One,11,36584,0.1,0.4,continuous,juxtaposed,no,0.2,0.1,-0.1,0.3,0.2,0,continuousjuxtaposed
22,One,14,12721,0.7,0.1,discrete,arc,yes,0.7,0.1,0,0,0,1,vsupdiscretearc
22,One,13,23446,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
22,One,15,10560,0.2,0.1,continuous,arc,no,0.2,0.1,0,0,0,1,continuousarc
22,One,10,9462,0.7,0.4,continuous,square,no,0.8,0.6,-0.1,-0.2,-0.3,0,continuoussquare
22,One,17,7802,0.7,0.1,continuous,juxtaposed,no,0.8,0.6,-0.1,-0.5,-0.6,0,continuousjuxtaposed
22,One,16,6593,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
22,One,9,13173,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
22,One,20,7399,0.8,0.4,continuous,square,no,0.7,0.4,0.1,0,0.1,0,continuoussquare
22,One,18,13536,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
22,One,22,59956,0.3,0.6,discrete,square,yes,0.4,0.4,-0.1,0.2,0.1,0,vsupdiscretesquare
22,One,1,388743,0.95,0.1,continuous,arc,no,0.1,0.4,0.85,-0.3,0.55,0,continuousarc
22,One,21,7658,0.7,0.4,continuous,arc,no,0.8,0.4,-0.1,0,-0.1,0,continuousarc
22,One,25,10762,0.2,0.1,continuous,square,no,0.2,0.1,0,0,0,1,continuoussquare
22,One,26,9324,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
22,One,6,13994,0.1,0.4,discrete,square,yes,0.1,0.4,0,0,0,1,vsupdiscretesquare
22,One,23,5507,0.4,0.4,discrete,juxtaposed,no,0.3,0.6,0.1,-0.2,-0.1,0,discretejuxtaposed
22,One,28,7628,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
22,One,27,5796,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
22,One,19,7252,0.4,0.4,discrete,juxtaposed,no,0.45,0.1,-0.05,0.3,0.25,0,discretejuxtaposed
22,One,30,7092,0.4,0.4,discrete,arc,no,0.4,0.4,0,0,0,1,discretearc
22,One,32,4570,0.4,0.4,continuous,juxtaposed,no,0.4,0.4,0,0,0,1,continuousjuxtaposed
22,One,24,6081,0.2,0.1,continuous,juxtaposed,no,0.95,0.1,-0.75,0,-0.75,0,continuousjuxtaposed
22,One,29,3954,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
22,One,33,7146,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
22,One,35,3927,0.8,0.4,discrete,juxtaposed,no,0.8,0.4,0,0,0,1,discretejuxtaposed
22,One,34,4368,0.95,0.1,continuous,juxtaposed,no,0.8,0.4,0.15,-0.3,-0.15,0,continuousjuxtaposed
22,One,40,8086,0.8,0.6,discrete,arc,yes,0.8,0.6,0,0,0,1,vsupdiscretearc
22,One,36,4000,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
22,One,37,5501,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
22,One,43,6965,0.4,0.4,discrete,square,no,0.4,0.4,0,0,0,1,discretesquare
22,One,31,3017,0.4,0.8,continuous,juxtaposed,no,0.4,0.4,0,0.4,0.4,0,continuousjuxtaposed
22,One,44,7858,0.4,0.4,discrete,arc,no,0.4,0.4,0,0,0,1,discretearc
22,One,38,12597,0.45,0.1,continuous,square,no,0.4,0.4,0.05,-0.3,-0.25,0,continuoussquare
22,One,41,5669,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
22,One,47,3179,0.8,0.6,discrete,juxtaposed,no,0.8,0.6,0,0,0,1,discretejuxtaposed
22,One,45,6432,0.7,0.1,continuous,arc,no,0.7,0.1,0,0,0,1,continuousarc
22,One,48,10108,0.95,0.1,continuous,arc,no,0.95,0.1,0,0,0,1,continuousarc
22,One,42,2986,0.7,0.1,continuous,juxtaposed,no,0.8,0.6,-0.1,-0.5,-0.6,0,continuousjuxtaposed
22,One,46,3716,0.2,0.1,discrete,juxtaposed,no,0.1,0.4,0.1,-0.3,-0.2,0,discretejuxtaposed
22,One,50,6722,0.7,0.4,continuous,square,no,0.8,0.4,-0.1,0,-0.1,0,continuoussquare
22,One,53,6939,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
22,One,51,5154,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
22,One,49,2309,0.4,0.4,discrete,juxtaposed,no,0.4,0.4,0,0,0,1,discretejuxtaposed
22,One,54,2463,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
22,One,55,4181,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
22,One,57,2529,0.2,0.1,discrete,juxtaposed,no,0.2,0.1,0,0,0,1,discretejuxtaposed
22,One,58,7732,0.45,0.1,discrete,arc,no,0.45,0.1,0,0,0,1,discretearc
22,One,56,2609,0.8,0.4,discrete,juxtaposed,no,0.8,0.6,0,-0.2,-0.2,0,discretejuxtaposed
22,One,60,6304,0.45,0.1,continuous,arc,no,0.45,0.1,0,0,0,1,continuousarc
22,One,39,4583,0.4,0.4,continuous,juxtaposed,no,0.4,0.8,0,-0.4,-0.4,0,continuousjuxtaposed
22,One,59,7715,0.1,0.4,continuous,arc,no,0.1,0.4,0,0,0,1,continuousarc
22,One,62,6052,0.7,0.1,discrete,arc,yes,0.7,0.1,0,0,0,1,vsupdiscretearc
22,One,63,3411,0.7,0.1,continuous,arc,no,0.7,0.1,0,0,0,1,continuousarc
22,One,52,3291,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
22,One,64,3906,0.95,0.1,discrete,square,yes,0.95,0.1,0,0,0,1,vsupdiscretesquare
22,One,61,5316,0.8,0.4,discrete,arc,no,0.8,0.4,0,0,0,1,discretearc
23,One,3,23414,0.95,0.1,discrete,square,no,0.8,0.4,0.15,-0.3,-0.15,0,discretesquare
23,One,1,20792,0.8,0.6,discrete,arc,yes,0.4,0.8,0.4,-0.2,0.2,0,vsupdiscretearc
23,One,7,7297,0.3,0.6,discrete,square,yes,0.4,0.4,-0.1,0.2,0.1,0,vsupdiscretesquare
23,One,6,9685,0.95,0.1,continuous,arc,no,0.8,0.6,0.15,-0.5,-0.35,0,continuousarc
23,One,4,16777,0.1,0.4,continuous,arc,no,0.1,0.4,0,0,0,1,continuousarc
23,One,9,9896,0.4,0.4,discrete,square,yes,0.4,0.4,0,0,0,1,vsupdiscretesquare
23,One,10,6223,0.4,0.8,continuous,juxtaposed,no,0.7,0.1,-0.3,0.7,0.4,0,continuousjuxtaposed
23,One,5,21841,0.45,0.1,continuous,juxtaposed,no,0.2,0.1,0.25,0,0.25,0,continuousjuxtaposed
23,One,13,4963,0.4,0.4,discrete,juxtaposed,no,0.45,0.1,-0.05,0.3,0.25,0,discretejuxtaposed
23,One,8,6033,0.8,0.6,discrete,square,yes,0.8,0.4,0,0.2,0.2,0,vsupdiscretesquare
23,One,2,6444,0.8,0.6,discrete,arc,yes,0.4,0.8,0.4,-0.2,0.2,0,vsupdiscretearc
23,One,14,9124,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
23,One,11,7983,0.3,0.6,discrete,arc,yes,0.4,0.8,-0.1,-0.2,-0.3,0,vsupdiscretearc
23,One,16,5188,0.1,0.4,continuous,square,no,0.1,0.4,0,0,0,1,continuoussquare
23,One,19,11920,0.2,0.1,continuous,square,no,0.2,0.1,0,0,0,1,continuoussquare
23,One,12,7804,0.45,0.1,continuous,square,no,0.45,0.1,0,0,0,1,continuoussquare
23,One,21,6524,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
23,One,18,369808,0.8,0.4,discrete,arc,no,0.7,0.4,0.1,0,0.1,0,discretearc
23,One,17,12365,0.3,0.6,continuous,arc,no,0.4,0.8,-0.1,-0.2,-0.3,0,continuousarc
23,One,22,7860,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
23,One,15,16385,0.7,0.4,continuous,juxtaposed,no,0.4,0.8,0.3,-0.4,-0.1,0,continuousjuxtaposed
23,One,24,21255,0.7,0.1,continuous,juxtaposed,no,0.8,0.4,-0.1,-0.3,-0.4,0,continuousjuxtaposed
23,One,23,5131,0.2,0.1,discrete,arc,no,0.2,0.1,0,0,0,1,discretearc
23,One,27,5829,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
23,One,25,7061,0.4,0.4,discrete,juxtaposed,no,0.4,0.4,0,0,0,1,discretejuxtaposed
23,One,31,6828,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
23,One,20,5729,0.95,0.1,continuous,arc,no,0.95,0.1,0,0,0,1,continuousarc
23,One,32,9571,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
23,One,33,8485,0.3,0.6,discrete,juxtaposed,no,0.4,0.8,-0.1,-0.2,-0.3,0,discretejuxtaposed
23,One,34,3228,0.1,0.4,discrete,juxtaposed,no,0.1,0.4,0,0,0,1,discretejuxtaposed
23,One,26,6068,0.3,0.6,discrete,square,no,0.3,0.6,0,0,0,1,discretesquare
23,One,28,4415,0.45,0.1,continuous,arc,no,0.45,0.1,0,0,0,1,continuousarc
23,One,36,3404,0.45,0.1,discrete,arc,no,0.2,0.1,0.25,0,0.25,0,discretearc
23,One,30,7748,0.8,0.4,discrete,square,yes,0.7,0.4,0.1,0,0.1,0,vsupdiscretesquare
23,One,29,4423,0.2,0.1,continuous,square,no,0.2,0.1,0,0,0,1,continuoussquare
23,One,35,4217,0.7,0.1,continuous,arc,no,0.7,0.1,0,0,0,1,continuousarc
23,One,37,6212,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
23,One,40,4875,0.45,0.1,discrete,square,yes,0.4,0.4,0.05,-0.3,-0.25,0,vsupdiscretesquare
23,One,38,3981,0.95,0.1,discrete,square,no,0.8,0.6,0.15,-0.5,-0.35,0,discretesquare
23,One,39,2972,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
23,One,41,5980,0.8,0.6,discrete,arc,no,0.8,0.6,0,0,0,1,discretearc
23,One,46,2364,0.95,0.1,discrete,juxtaposed,no,0.8,0.6,0.15,-0.5,-0.35,0,discretejuxtaposed
23,One,45,5258,0.8,0.4,continuous,juxtaposed,no,0.8,0.6,0,-0.2,-0.2,0,continuousjuxtaposed
23,One,43,5075,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
23,One,42,3940,0.95,0.1,discrete,arc,no,0.95,0.1,0,0,0,1,discretearc
23,One,48,6004,0.45,0.1,discrete,square,yes,0.45,0.1,0,0,0,1,vsupdiscretesquare
23,One,47,6264,0.3,0.6,continuous,square,no,0.4,0.4,-0.1,0.2,0.1,0,continuoussquare
23,One,52,5557,0.8,0.4,continuous,juxtaposed,no,0.8,0.6,0,-0.2,-0.2,0,continuousjuxtaposed
23,One,53,3764,0.2,0.1,discrete,square,no,0.2,0.1,0,0,0,1,discretesquare
23,One,55,4876,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
23,One,51,9969,0.95,0.1,continuous,square,no,0.8,0.6,0.15,-0.5,-0.35,0,continuoussquare
23,One,57,3556,0.45,0.1,discrete,square,no,0.45,0.1,0,0,0,1,discretesquare
23,One,50,5770,0.8,0.4,continuous,arc,no,0.7,0.4,0.1,0,0.1,0,continuousarc
23,One,54,4611,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
23,One,58,5706,0.4,0.8,continuous,square,no,0.3,0.6,0.1,0.2,0.3,0,continuoussquare
23,One,59,2954,0.4,0.8,continuous,juxtaposed,no,0.4,0.8,0,0,0,1,continuousjuxtaposed
23,One,49,6788,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
23,One,63,3534,0.2,0.1,discrete,juxtaposed,no,0.1,0.4,0.1,-0.3,-0.2,0,discretejuxtaposed
23,One,60,3755,0.7,0.1,discrete,arc,no,0.7,0.4,0,-0.3,-0.3,0,discretearc
23,One,56,5412,0.4,0.8,discrete,juxtaposed,no,0.45,0.1,-0.05,0.7,0.65,0,discretejuxtaposed
23,One,64,6441,0.95,0.1,continuous,arc,no,0.8,0.6,0.15,-0.5,-0.35,0,continuousarc
24,One,2,16987,0.4,0.8,discrete,juxtaposed,no,0.2,0.1,0.2,0.7,0.9,0,discretejuxtaposed
23,One,61,3388,0.4,0.8,discrete,juxtaposed,no,0.2,0.1,0.2,0.7,0.9,0,discretejuxtaposed
23,One,62,5188,0.8,0.6,discrete,square,yes,0.8,0.6,0,0,0,1,vsupdiscretesquare
24,One,1,27753,0.4,0.8,continuous,arc,no,0.45,0.1,-0.05,0.7,0.65,0,continuousarc
24,One,3,16787,0.4,0.4,continuous,juxtaposed,no,0.45,0.1,-0.05,0.3,0.25,0,continuousjuxtaposed
24,One,6,7248,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
24,One,7,6407,0.7,0.1,discrete,square,no,0.7,0.1,0,0,0,1,discretesquare
24,One,4,9954,0.7,0.1,continuous,arc,no,0.7,0.4,0,-0.3,-0.3,0,continuousarc
23,One,44,5372,0.7,0.4,discrete,arc,yes,0.7,0.4,0,0,0,1,vsupdiscretearc
24,One,5,19616,0.2,0.1,discrete,arc,yes,0.2,0.1,0,0,0,1,vsupdiscretearc
24,One,11,11920,0.8,0.4,discrete,arc,no,0.8,0.6,0,-0.2,-0.2,0,discretearc
24,One,13,12647,0.8,0.4,discrete,juxtaposed,no,0.8,0.6,0,-0.2,-0.2,0,discretejuxtaposed
24,One,8,8253,0.45,0.1,continuous,arc,no,0.45,0.1,0,0,0,1,continuousarc
24,One,9,11958,0.45,0.1,discrete,juxtaposed,no,0.45,0.1,0,0,0,1,discretejuxtaposed
24,One,12,24097,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
24,One,10,13709,0.4,0.4,discrete,arc,yes,0.3,0.6,0.1,-0.2,-0.1,0,vsupdiscretearc
24,One,19,10534,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
24,One,15,11363,0.8,0.6,continuous,juxtaposed,no,0.8,0.6,0,0,0,1,continuousjuxtaposed
24,One,16,8286,0.3,0.6,discrete,square,yes,0.3,0.6,0,0,0,1,vsupdiscretesquare
24,One,18,13534,0.7,0.4,discrete,arc,no,0.7,0.4,0,0,0,1,discretearc
24,One,23,7491,0.7,0.4,continuous,juxtaposed,no,0.7,0.4,0,0,0,1,continuousjuxtaposed
24,One,22,9205,0.4,0.8,discrete,arc,no,0.4,0.8,0,0,0,1,discretearc
24,One,14,4961,0.95,0.1,discrete,arc,yes,0.95,0.1,0,0,0,1,vsupdiscretearc
24,One,20,19000,0.7,0.4,continuous,arc,no,0.7,0.4,0,0,0,1,continuousarc
24,One,26,18718,0.2,0.1,discrete,arc,no,0.2,0.1,0,0,0,1,discretearc
24,One,28,4577,0.8,0.6,discrete,juxtaposed,no,0.8,0.6,0,0,0,1,discretejuxtaposed
24,One,24,30374,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
24,One,25,5433,0.45,0.1,continuous,arc,no,0.45,0.1,0,0,0,1,continuousarc
24,One,31,8106,0.1,0.4,continuous,square,no,0.1,0.4,0,0,0,1,continuoussquare
24,One,21,16440,0.1,0.4,discrete,square,yes,0.1,0.4,0,0,0,1,vsupdiscretesquare
24,One,29,9558,0.8,0.4,discrete,square,yes,0.8,0.4,0,0,0,1,vsupdiscretesquare
24,One,17,21465,0.4,0.8,continuous,square,no,0.4,0.8,0,0,0,1,continuoussquare
24,One,32,13965,0.45,0.1,discrete,arc,yes,0.45,0.1,0,0,0,1,vsupdiscretearc
24,One,33,8711,0.1,0.4,continuous,square,no,0.1,0.4,0,0,0,1,continuoussquare
24,One,34,8310,0.8,0.6,discrete,square,no,0.8,0.6,0,0,0,1,discretesquare
24,One,37,6718,0.2,0.1,discrete,juxtaposed,no,0.2,0.1,0,0,0,1,discretejuxtaposed
24,One,27,7998,0.7,0.4,discrete,square,no,0.7,0.4,0,0,0,1,discretesquare
24,One,30,8755,0.7,0.4,continuous,square,no,0.7,0.4,0,0,0,1,continuoussquare
24,One,39,6232,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
24,One,38,9754,0.7,0.4,continuous,arc,no,0.7,0.4,0,0,0,1,continuousarc
24,One,35,6063,0.45,0.1,continuous,square,no,0.45,0.1,0,0,0,1,continuoussquare
24,One,44,8111,0.8,0.4,continuous,arc,no,0.8,0.4,0,0,0,1,continuousarc
24,One,40,9868,0.3,0.6,continuous,arc,no,0.4,0.4,-0.1,0.2,0.1,0,continuousarc
24,One,43,7765,0.8,0.4,discrete,arc,yes,0.8,0.4,0,0,0,1,vsupdiscretearc
24,One,36,12679,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
24,One,42,5933,0.4,0.8,discrete,juxtaposed,no,0.45,0.1,-0.05,0.7,0.65,0,discretejuxtaposed
24,One,48,6334,0.7,0.1,discrete,square,yes,0.7,0.1,0,0,0,1,vsupdiscretesquare
24,One,45,14064,0.8,0.6,discrete,square,no,0.8,0.6,0,0,0,1,discretesquare
24,One,46,4752,0.8,0.6,discrete,juxtaposed,no,0.8,0.6,0,0,0,1,discretejuxtaposed
24,One,49,9191,0.4,0.8,discrete,square,yes,0.4,0.8,0,0,0,1,vsupdiscretesquare
24,One,51,4917,0.7,0.1,continuous,square,no,0.7,0.1,0,0,0,1,continuoussquare
24,One,54,8841,0.8,0.4,discrete,arc,yes,0.8,0.4,0,0,0,1,vsupdiscretearc
24,One,50,8095,0.3,0.6,discrete,arc,no,0.3,0.6,0,0,0,1,discretearc
24,One,55,7677,0.2,0.1,discrete,square,yes,0.2,0.1,0,0,0,1,vsupdiscretesquare
24,One,52,7873,0.3,0.6,continuous,square,no,0.3,0.6,0,0,0,1,continuoussquare
24,One,53,8715,0.7,0.4,continuous,juxtaposed,no,0.1,0.4,0.6,0,0.6,0,continuousjuxtaposed
24,One,58,8570,0.45,0.1,continuous,square,no,0.45,0.1,0,0,0,1,continuoussquare
24,One,57,4718,0.7,0.1,discrete,arc,no,0.7,0.1,0,0,0,1,discretearc
24,One,41,3833,0.4,0.8,continuous,juxtaposed,no,0.4,0.8,0,0,0,1,continuousjuxtaposed
24,One,47,12926,0.4,0.4,discrete,arc,yes,0.4,0.4,0,0,0,1,vsupdiscretearc
24,One,56,29822,0.45,0.1,discrete,square,no,0.45,0.1,0,0,0,1,discretesquare
24,One,60,6883,0.1,0.4,discrete,square,no,0.1,0.4,0,0,0,1,discretesquare
24,One,62,7808,0.3,0.6,discrete,arc,no,0.3,0.6,0,0,0,1,discretearc
12,One,51,37842,0.3,0.6,continuous,square,no,0.1,0.4,0.2,0.2,0.4,0,continuoussquare
24,One,61,4468,0.45,0.1,continuous,juxtaposed,no,0.4,0.4,0.05,-0.3,-0.25,0,continuousjuxtaposed
24,One,59,4143,0.4,0.8,discrete,juxtaposed,no,0.3,0.6,0.1,0.2,0.3,0,discretejuxtaposed
24,One,64,5016,0.95,0.1,discrete,square,no,0.95,0.1,0,0,0,1,discretesquare
24,One,63,10331,0.7,0.4,continuous,juxtaposed,no,0.1,0.4,0.6,0,0.6,0,continuousjuxtaposed
